"","library_name","type_of_elimination","source","ulc_member","reason_for_stopping_fines","lat","long","policy_notes","official_policy_link","state","fine_free_date","fine_free_date_notes","amnesty","amnesty_notes","literature","ffl_timestamp","library_url"
"386","Saint Paul Public Library","Everyone","https://sppl.org/about-fine-free/","TRUE","Community engagement and national research reveal that fines create a barrier to library use for many people. While many library users incur late fines, the ability to pay them depends greatly on income. Those who are able to pay can keep using the library, whereas those who are unable to pay cannot. This runs counter to our public mission.",44.944103,-93.097146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Salisbury Free Library","No Fines","No, we've been fine free since before I started here.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019 13:23:33","https://salisburyfreelibrary.wordpress.com/"
"388","Salt Lake City Public Library","Everyone","http://slcpl.org/news/index/112","TRUE","In his recommendation to the Board, City Library Executive Director Peter Bromberg wrote, “Fines have not been shown to be an effective deterrent to the late return of materials. However, fines have been shown to act as an inequitable barrier to service, disproportionately impacting children and community members with the least financial resources…. Late fines are therefore in opposition to the Library’s core values of equitable service, fostering early literacy, and barrier-free access to information and services. From both a mission and a values standpoint, late fines should be eliminated.”",40.760144,-111.884944,"The library will still block library cards and bill for the value of unreturned materials when they are four weeks overdue",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Salt Lake Community College Libraries","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","Not yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 15:53:15","https://libweb.slcc.edu/"
"390","San Diego Public Library","Everyone","http://www.sandiegouniontribune.com/news/politics/sd-me-library-fines-20180418-story.html","TRUE","Head librarian Misty Jones said overdue fines are being eliminated to avoid cutting the poor off from a vital service and to boost recovery of overdue items.
She said fines actually do more harm than good by discouraging some patrons, especially those with low incomes, from continuing to use the library.
More than 128,000 library card holders are blocked from checking out materials because of delinquent fines, including more than 13,000 juveniles.",32.708841,-117.154196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","San Francisco Public Library","Everyone","https://sfpl.libanswers.com/faq/264039","TRUE","""Library fines are a barrier to equitable access of resources and services, disproportionately affect low-income San Franciscans, create conflict between patrons and the library, require an inefficient use of staff time and do not consistently ensure borrowed materials end up back on library shelves.""",NA,NA,"Current suspension is temporary, and is pending approval of a permanent change by the city's Board of Supervisors and the mayor.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","San Jose Public Library","Children and Teens Only","https://www.sjpl.org/blog/childrens-young-adult-materials-fine-free#what","TRUE","It is the mission of San José Public Library to provide equal access to information, services, and opportunities that empower, enrich, and enhance the quality of life for all.  Fines are a barrier to that access.",37.335549,-121.885042,"Pilot Program for FY 2018/19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","San Juan Island Library","Everyone","https://www.sjlib.org/how-do-i/overdues-fines/","FALSE","In the 1990’s, the director at the time felt that fines were punitive and limited access to books.  Because we are a very small community (around 7,800 today), she didn't want the library to have any adversarial relationship with patrons over money, have to send patron bills to collection agencies, etc., and set up a situation that would keep people away from the Library.  ",48.536623,-123.030348,"A conscience jar located at the check-in desk allows patrons to self-administer their own fines if they feel inclined.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","San Luis Obipson County library","Everyone","https://www.kcbx.org/post/overdue-fines-soon-thing-past-slo-county-public-libraries#stream/0","FALSE","“Our purpose is to be a free public library, with free being that active word there,” said Chris Barnickle, director of the San Luis Obispo County Libraries. “The policy came about as we were looking at the number of cardholders that we had blocked right now—we had over 800 children's cards blocked—and we felt like that was not serving our mission.”",35.282343,-120.662223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","San Mateo County Libraries","Everyone","https://smcl.org/news/san-mateo-county-libraries-go-fine-free/","TRUE","Studies have shown that late fines can be a significant barrier to library access and drive borrowers away, particularly among individuals with low or fixed incomes. Currently, 8% of all San Mateo County Libraries’ 165,000 cardholders currently have their cards blocked due to fines. In our lower-income communities, the number can be as high as 19%. Furthermore, the growing research has shown that fines do not actually incentivize patrons to return materials on time.",37.510702,-122.335115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","San Mateo Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","http://www.plsinfo.org/Fines-Fees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/8/2019 14:18:48","https://www.cityofsanmateo.org/507/Library"
"397","San Rafael Public Library","Children Only","https://srpubliclibrary.org/2015/04/07/nooverduefines/","FALSE","The slow accumulation of overdue fines on youth materials can often lead to youth no longer using the library because their account is locked and they do not have the money to pay off their charges. Eliminating fines on youth materials (children’s and teens) takes down that barrier to library use and encourages our young residents to come back to the library.",37.975283,-122.53281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Sanger Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019 15:02:56","www.sangerlibrary.org"
"399","Santa Barbara Public Library","Everyone","https://ksby.com/news/local-news/2019/07/01/overdue-fees-eliminated-at-santa-barbara-public-library","FALSE","“Santa Barbara Public Library’s mission is to best serve its community and provide equitable access to all, and overdue fines were in opposition to this goal,” Library Director Jessica Cadiente said in a press release.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Santa Clara City Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://www.svvoice.com/library-director-hilary-keith-recognized-as-woman-of-the-year-by-state-senator-bob-wieckowski/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2019 14:11:17","sclibrary.org"
"401","Santa Cruz Public","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 0:31:31","www.santacruzpl.org"
"402","Santa Cruz Public ","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 21:14:27","Www.santacruzpl.org"
"403","Santa Monica Public Library","Children and Teens Only","https://smpl.org/Fines_and_Fees.aspx","TRUE","1900 youth were unblocked and can now make stronger use of Santa Monica Public Library",34.018773,-118.49337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Sauk City Public Library","No Fines","https://www.wiscnews.com/saukprairieeagle/news/local/sauk-prairie-area-libraries-end-overdue-fines/article_3137ac50-b98f-5881-af2c-62620bb14645.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/28/2019 17:46:26","saukcitylibrary.org"
"405","Sawyer Free Library","In the Process of Removing Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 11:12:52","Sawyerfreelibrary.org"
"406","Schuylerville Public Library ","No Fines","https://www.saratogian.com/news/schuylerville-library-eliminates-fines-for-overdue-books/article_82a83a6d-4efa-5820-94a2-57cf73c311b7.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 20:10:51","www.schuylervillelibrary.sals.edu"
"407","Sechelt public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 0:40:06","Sechelt.bc.libraries.coop"
"408","Selbyville Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://www.sussexcountian.com/news/20180821/selbyville-public-library-celebrates-national-library-card-sign-up-month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/2019 13:37:01","www.selbyvillelibrary.org"
"409","Sheboygan Falls Memorial Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 15:07:37","https://www.sheboyganfallslibrary.org/"
"410","Sheldon Public Library","Everyone","https://www.sheldon.lib.ia.us/images/programs/fine-free/view","FALSE","""We're trying to provide free access,"" said Library Director Nicole Morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Show Low Public Library","No Fines","https://www.wmicentral.com/community_beat/briefs/show-low-library-is-fine-free-beginning-dec/article_a5a62fa8-777d-5369-ba09-bbf7e0447ce4.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 14:26:53","https://www.showlowaz.gov/library"
"412","Siletz Public Library","No Fines","not that I have seen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/7/2019 0:31:15","www.chinooklibraries.org"
"413","Siouxland Libraries","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 15:31:13","siouxlandlib.org"
"414","Skokie Public Library","Youth Materials","https://skokielibrary.info/blog/201/no-more-overdue-fines-on-youth-materials/","TRUE","Removing access barriers for young readers.",NA,NA,"Patrons with materials that are more than three weeks overdue will have their card frozen and will be unable to check out additional materials until the overdue item(s) are returned or paid for (if the materials have been lost).",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Smithers Public Library","Everyone","https://www.interior-news.com/community/smithers-library-goes-fine-free/","FALSE","Bolstered by the idea that encouraging community members to use the services and materials available at their public library is more important than the small portion of annual revenue generated by overdue fees, the library board voted to abolish charges on all items returned after their due date.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Sno-Isle Libraries","Everyone","https://askus.sno-isle.org/faq/223843","TRUE","Periodic national research on library late fees and overdue issues continues to find that the costs of collecting these funds may exceed the benefits and the practice is often ineffective in reducing or eliminating overdue behaviors. It has also been determined that late fees may disproportionately impact children as library customers.",48.063603,-122.18691,"Sno-Isle Libraries has not charged late fees for over 35 years.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Sonoma County Library","Everyone","https://sonomalibrary.org/blogs/news","TRUE","“Research shows that charging fines doesn’t make a difference in whether people bring back books on time,” said Sarah Vantrease, Public Services Division Manager for the library. “Instead, we see that fines drive people away.”",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","South East Junior High Library ","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 21:06:14","https://www.iowacityschools.org/sejhlibrary"
"419","Southgate Veterans Memorial Library","No Fines","https://www.southgate.lib.mi.us/Overdue.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2019 18:34:08","southgate.lib.mi.us"
"420","Southworth Library Association","Everyone","https://southworthlibrary.org/southworth-is-now-fine-free/","FALSE","""Our Library Director  says, 'We believe that getting rid of late fees helps to create an environment of positive interaction and universal use.'""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Spanish Fork Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/2019 16:00:53","https://www.spanishfork.org/departments/library"
"422","Spokane Public Library","Everyone","https://www.spokanelibrary.org/no-more-late-fines/","TRUE","Eliminating fines ensures all people have access to Library books and materials. Fines prevent some people from using the library. While many library users accrue late fines, the ability to pay them depends greatly on income. Those who are able to pay keep using the Library, whereas those who are unable to pay cannot. Eliminating fines will encourage prior users to come back to the library and attract new users to experience library services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Spooner Memorial Library","No Fines","http://www.spoonerlibrary.org/uploads/1/1/2/1/112182223/newsletter_9.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/1/2019 9:49:34","spoonerlibrary.org"
"424","Spooner Memorial Library","No Fines","https://drydenwire.com/news/watch-dianes-kitchen-s1-e6-angie-bodzislaw/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/20/2019 12:05:19","spoonerlibrary.org"
"425","Spooner Memorial Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 21:23:15","www.spoonerlibrary.org"
"426","Spring Lake District Library","In the Process of Removing Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/23/2019 9:49:54","sllib.org"
"427","St. Joseph Public Library","No Fines","No. We’ve been fine free for years!  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 13:23:41","Sjpl.lib.mo.us"
"428","St. Mary's County Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/2019 15:04:56","www.stmalib.org"
"429","St. Paul Public Library System","No Fines","http://www.startribune.com/st-paul-library-late-fees-scrapped/504030612/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 13:42:19","https://sppl.org/"
"430","Stanley Community Library","Everyone","http://stanley.lili.org/about-us/","FALSE",NA,44.215837,-114.938986,"The Stanley Community Library has never had fines",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Stark County District Library","Everyone","http://www.cantonrep.com/article/20140724/NEWS/140729559","TRUE","The no-fine policy is one piece of the district library’s effort to reposition itself so it can remain sustainable in the face of competition from the Internet, Amazon, Kindle and Netflix. Director Tena Wilson said convenience is a determining factor when people decide where to go for information, and for many patrons, fines are an inconvenience. For some patrons, fines have become a barrier, she said.“The old way of thinking was, ‘This is our stuff and we have to protect it.’ The new way of thinking is that, ‘This is your stuff and how can we help you (access it),’ ” said Wilson, noting that the district relies on a property tax levy for funding. They discovered that it cost more money in staff time for the tracking, collecting and accounting of the overdue fines than the $188,000 the district collects in penalties each year. She said they also found that the fines tend to penalize the library’s loyal customers the most. She said figures show that more than 90 percent of the district’s 102,700 active cardholders owe less than $25 in fines.",40.805544,-81.373369,"Under the new no-fine policy, borrowers still will receive reminders when their library materials are due and when they have become overdue.
After the materials have been overdue for more than 28 days, the library will assume the items are lost and will send the borrower a bill for the material’s replacement cost.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Stevens Memorial Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 11:37:52","www.stevensmemlib.org"
"433","Stevenson Community Library","No Fines","https://www.fvrl.org/library-privileges-policy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2019 17:09:33","http://www.fvrl.org/loc/st"
"434","Suffolk Public Library","No Fines","https://www.suffolkpubliclibrary.com/DocumentCenter/View/36/Circulation-Policy-PDF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 6:46:09","www.SuffolkPublicLibrary.com"
"435","Sullivan Free Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 15:17:07","www.sullivanfreelibrary.org"
"436","Summit County Library","Everyone","https://www.kpcw.org/post/park-city-and-summit-county-librarians-report-fine-free-system-popular-move#stream/0","FALSE","“Fines are one of the number one negative customer experiences in the library,” Summit County Library Director Compton explained. “We also don’t want to create barriers for people, especially children, to come to the library if they do have late fees.”",40.645088,-111.280341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Sussex County Library System","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://sussexcountylibrary.org/policies/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 12:57:48","Sussex county library.org"
"438","Sutton Free Library","No Fines","Nope, we've always been fine free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019 12:30:35","http://suttonfreelibrary.org/"
"439","Swan Valley Middle School Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 20:23:08","swanvalleyschools.com"
"440","Swansea Free Public Library","No Fines","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 14:11:20","https://www.swansealibrary.org/"
"441","Sweetwater County Library","No Fines","No ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/23/2019 2:22:01","Www.sweetwaterlibraries.com"
"442","Tamarack District Library","In the Process of Removing Fines","Not yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/23/2019 0:00:40","http://tamaracklibrary.org/"
"443","Tampa-Hillsborough County Public Library","Everyone","https://hcplc.org/books/bring-it-back","TRUE","The library’s mission is to focus on open access to information and materials.",27.950898,-82.462352,"Still charged for lost and damaged items",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Taylor Memorial Library ","No Fines","No - have been fine fee since we opened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 9:58:16","Www.wrlsweb.org/taylor "
"445","Temple Terrace Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 5:14:19","Www.templeterrace.com/library"
"446","The Community Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/9/2019 9:38:16","https://communitylibrary.mvls.info/"
"447","The Findlay-Hancock County Public Library","Everyone","https://www.findlaylibrary.org/brrwpol","FALSE",NA,41.040059,-83.651641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","The McComb Public Library","Everyone","https://thecourier.com/life/life-news/2019/03/04/library-directors-fine-free-move-long-overdue/","FALSE","Jane Schaffner, director of the McComb library, said the idea behind the change is to make sure books get into the hands of the public.",41.106832,-83.791312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Thomas Crane Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://www.google.com/amp/www.patriotledger.com/news/20180905/marshfield-quincy-libraries-close-books-on-some-late-fees%3Ftemplate%3Dampart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 14:26:19","http://thomascranelibrary.org"
"450","Thorntown Public Library","No Fines","Not that I could find, also their site is out of date. (Fine free as of 1/2/19 but their site still mentions fines.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/28/2019 8:15:20","http://www.thorntownpl.org/"
"451","Tiffin-Seneca Public Library","In the Process of Removing Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/21/2019 14:53:43","www.tiffinsenecalibrary.org"
"452","Tigard Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","https://www.wccls.org/overdue-fine-rate-changes-faq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 16:36:24","http://www.tigard-or.gov/library.php"
"453","Tipp City Public Library","No Fines","https://myemail.constantcontact.com/Director-Announces-New-Overdue---Renewal-Policies.html?soid=1110562080952&aid=hGEpLEk4atc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019 14:09:43","https://tippcitylibrary.org/"
"454","Tippecanoe County Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 12:53:03","http://tcpl.lib.in.us"
"455","Tippecanoe County Public Library","No Fines","We have not had overdue fines since 1989! https://tcpl.lib.in.us/frequently-asked-questions/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 13:03:39","www.tcpl.lib.in.us"
"456","Toledo Lucas County Public Library","Everyone","http://www.toledolibrary.org/policies/no-fines-policy","TRUE","For those who can afford the fines, paying a small late fee is no problem, so the overdue fines are not a particularly strong incentive. For those who can’t afford the overdue fines, they have a disproportionately negative impact. ",41.654578,-83.540117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Toledo Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 13:27:53","cityoftoledo.org/library/"
"458","Tomkins Cove Public Library","Everyone","https://www.tomkinscovelibrary.org/single-post/2018/03/02/Exciting-News-for-Tomkins-Cove","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","TomkinsCove Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2019 16:27:05","tomkinscovelibrary.org"
"460","Tompkins County Public Library","Everyone","https://www.tcpl.org/using-library/using-library/fine-free-faq","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Toole City Library","Everyone","https://tooelecity.org/city-departments/finance/fees/#Library","FALSE",NA,40.531019,-112.3022,"The item cost is billed to the library card once an item is overdue 15 days. (This disrupts circulation until the item is returned). If the item is not returned at 30 days overdue, the account proceeds to the City attorney for legal collection.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Trafford Libraries, UK","No Fines","https://www.theguardian.com/books/2018/feb/09/trafford-council-library-fines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/27/2019 18:24:17","www.trafford.gov.uk/libraries"
"463","Trails Regional Library","No Fines","No articles, but our fine free policy was adopted in 2008. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 18:17:30","trailslibrary.org"
"464","Tulare County Library","Everyone","Press Release","FALSE","""County Librarian Darla Wegener reported that charging late fees is not an incentive for returning books and materials on time but actually creates a barrier for patrons.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Tulare County Library (begins 7/1/19)","No Fines","http://www.thesungazette.com/article/news/2019/05/08/county-library-closes-the-book-on-late-fees/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/14/2019 20:16:52","https://www.tularecountylibrary.org/"
"466","Ulysses Philomathic Library","Everyone","https://www.ithaca.com/ulysses-philomathic-library-goes-fine-free/article_3ec7b1fa-7d1e-11e7-8139-d7a09f7cb101.html","FALSE","""We’re a library, we have to make sure we have equal services for everyone,” library director Annette Birdsall said.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","UNH Manchester","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/30/2019 17:28:17","manchester.unh.edu/library"
"468","University of WIsconsin Law Library","No Fines","No,  we did it so long ago, it wasn't a thing. 15 years at least! Thanks for pinning us.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2019 14:18:15","http://library.law.wisc.edu/"
"469","Upton Town Library","No Fines","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 21:59:41","http://www.uptonlibrary.org"
"470","Utica public library ","No Fines","https://www.uticapubliclibrary.org/using-the-library/loans-and-late-fees/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 9:01:43","https://www.uticapubliclibrary.org/"
"471","Van Meter Public Library","No Fines","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 12:51:29","http://vanmeteria.gov/library/"
"472","Vernon Area Public Library","Everyone","https://docs.google.com/document/d/1ofejKeAdBOC8QLNGxN--4MZReFSKF5HZJ9zKs8jQ96k/edit","FALSE","The Vernon Area Public Library said overdue fines added up to only about half a percent of their annual budget, and eliminating the fines allows them to save money on the staff time and service costs needed to collect them. “Certainly a chunk of the revenue that we took in from fines was offset by the time we spent collecting that revenue, so if you owe us a dime, it’s going to take us more than a dime’s worth of effort to get that back from you,” spokeswoman Catherine Savage said.",42.198981,-87.93686,"Send reminders and notices and expect things back in a timely manner. At 14 days after the due date, materials not returned or renewed are assumed lost and the borrower is billed for their replacement. Until those materials are paid for or returned, that person will be unable to check out anything else. ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Verona Public Library ","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 10:45:26","https://www.veronapubliclibrary.org/about/fine-free"
"474","Vespasian Warner Public Library District","Everyone","http://www.vwarner.org/","FALSE","Fines were a very small part of the library’s budget. The library is located in a rural county, which makes it especially difficult for children to give books back on times. Fines are a barrier for those patrons who need it most. 
 
  ",40.154974,-88.961453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Vigo County Public Library","No Fines","Fine free since 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/2019 21:09:55","www.vigo.lib.in.us"
"476","Vigo County Public Library","No Fines","No we have never charged fines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 16:28:24","www.vigo.lib.in.us"
"477","Vigo County Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","No article. We do not charge fines but do charge for replacement if lost/damage. There are no late fees ever. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 16:41:37","http://www.vigo.lib.in.us/"
"478","Waldport Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 17:42:01","waldportlibrary.org"
"479","Walker Memorial Library","No Fines","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/24/2019 20:56:27","http://walkerlibrary.org"
"480","Wallkill Public Library","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/29/2019 11:02:26","http://www.wallkillpubliclibrary.org/"
"481","Warwick Public Library","all children's and teen materials","http://warwickonline.com/stories/library-to-eliminate-childrens-fines-hopes-to-bring-in-more-patrons,135245?","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Washington County Cooperative Library Services (includes all the Washington County libraries as members, too)","Partial Fines (no juvenile or young adult fines, select overdue media, etc.)","Note: we are not currently fine free as you have listed, just partially: https://www.wccls.org/overdue-fine-rate-changes-faq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 17:15:55","wccls.org"
"483","Washington County Library","No Fines","https://www.twincities.com/2018/09/09/letter-st-paul-and-all-metro-public-libraries-should-eliminate-overdue-fines/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/26/2019 10:09:12","https://www.washcolib.org/"
"484","Waterford Public Library","No Fines","https://www.waterford.lib.wi.us/2019-is-fine-free/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/24/2019 10:27:42","https://www.waterford.lib.wi.us/"
"485","Wellington Public Library","No Fines","We have been fine free for over 8 yrs now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 17:05:57","https://wellington.scklslibrary.info/"
"486","West Liberty Public Library","No Fines","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 17:16:27","Www.wlpl.org"
"487","Westborough Public Library","No Fines","This is new for us. We are in the process of updating out loaning policy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/29/2019 7:57:10","https://www.town.westborough.ma.us/public-library"
"488","Westerville Public Library","No Fines","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 14:04:43","http://www.westervillelibrary.org/"
"489","Weymouth Public LIbraries","No Fines","https://www.patriotledger.com/news/20180924/weymouth-public-libraries-to-eliminate-late-fees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/22/2019 15:17:25","https://www.weymouth.ma.us/weymouth-public-libraries"
"490","Weymouth Public LIbraries","No Fines","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/25/2019 17:32:52","https://www.weymouth.ma.us/weymouth-public-libraries"
