library_name,type_of_elimination,source,ulc_member,reason_for_stopping_fines,lat,long,policy_notes,official_policy_link,state,fine_free_date,fine_free_date_notes,amnesty,amnesty_notes,literature,ffl_timestamp,library_url
Iowa City Public Library,Children and Young Adults,https://www.icpl.org/articles/icpl%E2%80%99s-children%E2%80%99s-young-adult-materials-be-fine-free,FALSE,"“Creating financial barriers to public library use is counterproductive and goes against the Library’s mission to encourage more use, not less,” Director Elsworth Carman said. “We want to remove barriers that stop people from using the Library, and we’re pleased to have the support of the City of Iowa City council members and our Library Board of Trustees to do so.”",NA,NA,NA,https://www.icpl.org/about/borrowing,IA,2019-06-01,NA,NA,NA,NA,NA,https://www.icpl.org/
Ipswich Public Library,No Fines,http://thelocalne.ws/2016/12/30/library-fees-abolished-budget-takes-0-003-percent-hit/,NA,NA,NA,NA,The Library no longer charges overdue fines for any circulating items. Patrons are billed only for the replacement cost of lost and damaged items.,https://www.ipswichlibrary.org/how-do-i/renewals-overdues/,MA,2016-12-31,NA,NA,NA,NA,5/16/19 12:56,www.ipswichlibrary.org
Irvin L Young Memorial Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,There are no fines charged on children�s or young adults� materials with the exception of videogames.,http://whitewaterlibrary.org/ckfinder/userfiles/files/POLICY%20Circulation(3).pdf,WI,NA,NA,NA,NA,NA,5/22/19 20:26,WhitewaterLibrary.org
Jackson City Library,No Fines,https://www.jacksoncitylibrary.org/content/jackson-city-library-fine-free,NA,NA,NA,NA,NA,NA,OH,2019-01-01,NA,NA,NA,NA,1/26/19 11:52,www.jacksoncitylibrary.org
Jackson County Library,No Fines,,NA,NA,NA,NA,NA,https://jacksoncolib.wordpress.com/our-policies/,AR,NA,NA,NA,NA,NA,7/19/19 14:07,jacksoncolibrary.net
Jackson County Library Services,Everyone,https://mailtribune.com/news/happening-now/jackson-county-libraries-say-goodbye-to-late-fees,FALSE,"""One of the promises we made to the community was to remove barriers to access,"" said Susan Bloom, assistant library director for administrative services. ""We wanted to look at immediate ways to make sure all of the community can access the library and materials.""",NA,NA,NA,https://jcls.org/ld.php?content_id=31444892,OR,2018-01-01,NA,NA,NA,NA,NA,https://jcls.org/home
Jasper-Dubois County Public Library ,No Fines,https://duboiscountyherald.com/b/library-board-joins-trend-eliminating-fines,NA,NA,NA,NA,NA,http://jdcpl.us/circulation.php,IN,2019-07-12,guess based on date of article in source field,NA,NA,NA,7/19/19 13:50,http://www.jdcpl.lib.in.us/
Jeff Davis County Library,Everyone,http://www.co.davis.ut.us/docs/default-source/default-document-library/fine-free-flyer-(1).pdf?sfvrsn=fe5c53_2,FALSE,NA,30.588493,-103.893763,"This new policy applies only to overdue fines. Fee’s for damages lost materials, interlibrary loans, lost library cards and other miscellaneous library fees are not included",http://www.daviscountyutah.gov/library/blog-display/how-do-i/2016/10/24/check-out-periods-fines,UT,2018-01-01,NA,NA,NA,NA,NA,http://www.daviscountyutah.gov/library/home
Jefferson County Library,Everyone,http://www.peninsuladailynews.com/news/jefferson-county-port-townsend-libraries-drop-late-fees/,FALSE,"“Going fine-free removes a barrier to access for many, including those who struggle with transportation to return items or children with late fees on their accounts who are prevented from borrowing materials they need for school,” said Jefferson County Library Director Tamara Meredith",48.032716,-122.772509,NA,https://jclibrary.info/wp-content/uploads/2018/05/Circulation_Policy_APPROVED_01102018.pdf,WA,2018-01-10,NA,NA,NA,NA,NA,https://jclibrary.info/
Jefferson-Madison Regional Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",JMRL went fine-free for juvenile cards in 2016.  https://www.dailyprogress.com/archives/library-ends-late-fees-for-youths-with-own-cards/article_80f45c52-8e0c-5283-bbe7-66257e3f93dd.html,NA,NA,NA,NA,NA,https://www.jmrl.org/li-policies.htm,VA,2016-07-01,NA,NA,NA,NA,5/23/19 10:34,jmrl.org
John G. McCullough Free Library,No Fines,,NA,NA,NA,NA,We are fine-free! But if you�d like to make a contribution when bringin,http://mcculloughlibrary.org/the-general-collection/,VT,NA,NA,NA,NA,NA,5/23/19 9:29,mcculloughlibrary.org
Johnson County Library,No Fines,No,NA,NA,NA,NA,NA,NA,WY,NA,NA,NA,NA,NA,7/24/19 15:43,www.jclwyo.org
Johnstown Public Library,Everyone,http://www.johnstownpubliclibrary.info/borrowing.html,FALSE,Increasing access and encouraging use.,NA,NA,NA,http://www.johnstownpubliclibrary.info/borrowing.html,NY,2019-04-29,NA,NA,NA,NA,NA,http://www.johnstownpubliclibrary.info/home.html
Joplin Public Library,Everyone,https://www.joplinglobe.com/news/fine-with-no-fines-joplin-public-library-to-eliminate-an/article_d5aad31e-94e1-11e8-9978-a77f5de6b58c.html,FALSE,"Director Jacque Gage said the move allows library staff members to be more responsive to patrons, who will be free to help find and check out books instead of spending time determining the amounts of fines.In addition to helping low- or no-income patrons, the policy shift could help people with limited mobility or means of transportation.",NA,NA,policy manual includes overdue fines,http://www.joplinpubliclibrary.org/wp-content/uploads/2019/2019-September-JPL-Policy-Manual.pdf,MO,2018-07-31,NA,NA,NA,NA,NA,http://www.joplinpubliclibrary.org/
Josephine Community Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://josephinelibrary.org/fine-free/,NA,NA,NA,NA,NA,https://josephinelibrary.files.wordpress.com/2019/05/jcldoperationspolicies-051619.pdf,OR,2019-05-22,NA,NA,NA,NA,5/23/19 0:15,Josephinelibrary.org
Joshua Hyde Public Library,No Fines,https://www.sturbridgelibrary.org/aboutfaqs.asp,NA,NA,NA,NA,NA,https://www.sturbridgelibrary.org/aboutfaqs.asp,MA,2018-01-01,NA,NA,NA,NA,1/28/19 9:44,www.Sturbridgelibrary.org
Josiah Carpenter Library,No Fines,No,NA,NA,NA,NA,NA,https://josiahcarpenterlibrary.org/using-the-library/circulation-policy/,NH,NA,NA,NA,NA,NA,7/24/19 14:39,josiahcarpenterlibrary.org
Kansas City Library,Everyone,https://kclibrary.org/finefree,TRUE,"""To put it simply: more access to information for everyone.""",NA,NA,"The library calls the new policy ""Freedom from Fines.""",https://kclibrary.org/finefree,MO,2019-07-01,NA,NA,NA,NA,NA,https://kclibrary.org/
Kendallville Public Library,No Fines,http://kendallvillelibrary.org/about-us/library-news/fine-free/,NA,NA,NA,NA,NA,http://kendallvillelibrary.org/about-us/library-policies/circulation-policy/,IN,2019-01-02,NA,NA,NA,NA,1/28/19 8:26,http://kendallvillelibrary.org/
Kenosha Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.mykpl.info/blog/2017/11/fine-free-children%E2%80%99s-books-magazines,NA,NA,NA,NA,NA,https://www.mykpl.info/using-library/checkout-periods-fines-renewals,WI,2017-11-20,NA,NA,NA,NA,1/24/19 10:25,https://www.mykpl.info
Kent District Library,Everyone,https://www.kdl.org/blog/kent-district-library-going-fine-free-june-1 https://www.mlive.com/news/grand-rapids/2019/05/kent-district-library-will-eliminate-late-fines-effective-june-1.html,TRUE,"“Each year, hundreds of patrons stop using library services entirely because they are deterred by late fines,” said Michelle Boisvenue-Fox, Director of Programming, Outreach and Collection Services for KDL.",NA,NA,NA,https://kdl.libanswers.com/faq/193270,MI,2019-06-01,NA,NA,NA,NA,NA,https://www.kdl.org/
Kitsap Regional Library,Everyone,https://www.koin.com/news/washington/washington-library-system-eliminates-late-fines/1381848752 https://www.kitsapsun.com/story/news/local/2018/08/16/kitsap-regional-library-late-fines-property-tax-levy-school/780901002/,FALSE,Kitsap Library Director Jill Jean says fines often prevent people from using the library so they wanted to remove that barrier.,47.595247,-122.624848,"The library, which serves about 258,000 residents, will still collect fees for lost or damaged materials.  The library instituted late fines in the mid-'90s as an incentive for people to bring materials back on time, but studies across the U.S. have shown the fines have little effect on returns.",https://www.krl.org/borrowing,WA,2018-08-16,NA,NA,NA,NA,NA,https://www.krl.org/
La Conner Regional Library,No Fines,,NA,NA,NA,NA,There are no fines for overdue materials,https://www.lclib.lib.wa.us/sites/laconner/files/uploads/documents/201Circulation%20revised%202016.doc,WA,NA,NA,NA,NA,NA,5/22/19 19:36,www.lclib.lib.wa.us
LA County Library,Children Only,http://www.latimes.com/local/lanow/la-me-edu-no-library-fines-20171225-story.html,TRUE,"LA County Library wants to instill a love of libraries in children and make sure there isn’t a “library gap” between the more prosperous and the poor. The program for “reading away” library debt is especially important because the cost of damaged or lost materials can be high. In random surveys, 80% of parents said they are more likely to let children check out materials because of the more lenient policies.",34.030488,-117.843848,"No late fees for patrons under 21, and those patrons can read away existing fees",https://lacountylibrary.org/borrowing-materials/,CA,2017-12-18,guess based on date of article in source field,NA,NA,NA,NA,https://lacountylibrary.org/
La Paz County Libraries,No Fines,,NA,NA,NA,NA,NA,NA,AZ,NA,NA,NA,NA,NA,5/22/19 15:07,http://www.co.la-paz.az.us/390/Public-Libraries
La Porte County Public Library ,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://laportelibrary.org/at-the-library/policies-fees-and-fines/,IN,NA,NA,NA,NA,NA,7/19/19 14:05,laportelibrary.org
Lake Agassiz Regional Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://larl.org/policies/registration-and-circulation-policy/,NA,NA,NA,NA,"Youth, Homebound, ILL Institution, Branch or Staff do not incur late fees.",https://larl.org/policies/registration-and-circulation-policy/,MN,NA,NA,NA,NA,NA,1/25/19 14:54,larl.org
Lakehills area library ,No Fines,"No, we have not had fines for overdue materials since we opened 20 years ago. ",NA,NA,NA,NA,NA,NA,TX,NA,NA,NA,NA,NA,3/1/19 16:07,Lakehillslibrary.org
Lansing Community Library,Everyone,https://www.lansinglibrary.org/about,FALSE,"""This ensures that all people have access to library books and materials, which is our primary purpose as a public library.""",NA,NA,YOUR library is now fine free! We no longer charge fines on late items.,https://www.lansinglibrary.org/borrowing-guidelines,NY,NA,NA,NA,NA,NA,NA,https://www.lansinglibrary.org/
Lansing Public Library,Everyone,https://lansingpl.org/news/why-lansing-public-library-went-fine-free-starting-may-1,FALSE,"1) Fines create barriers to information. Director Debbie Albrecht cites an example of people who are looking for a job — “If they have overdue book fines, they are blocked from using the computers to job search. If your money is already limited, late fees just compound your problems.” Albrecht’s philosophy is that the library should be a resource to anyone who needs it.  2) Fines actually prevent people from returning materials. Albrecht knows that once an overdue fine reaches a certain level, she is not likely to ever see that book again: “People don’t return it because they do not want to deal with overdue fines!” By wiping away late fees, she explains, the stigma is removed and the materials are returned and made accessible to other patrons. “Some traditionalists will argue that without fines there is no incentive to return a book on time,” says Albrecht. But she counters, “Yes there is—you appeal to people’s good side.”  3) Fines are not an important source of library revenue. Lansing Public Library has seen decreased revenue from fines over the years, and Albrecht believes it will not be a hardship to replace that revenue. In fact, she already received notification that the library will be receiving $35,414 in per capita grant funds this year, which is about a $14,000 increase from the previous year. That plus an anticipated increase in revenue from printing and copying done by library patrons will more than make up for the revenue from fines. ",41.566202,-87.549574,NA,NA,IL,2018-05-01,NA,NA,NA,NA,NA,https://lansingpl.org/
Las Vegas Clark County Library District,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://lvccld.org/wp-content/uploads/sites/54/2017/10/circulation_policy.pdf,NA,NA,NA,NA," No overdue fines are charged foruncataloged paperbacks, magazines or children�s materials.",https://lvccld.org/wp-content/uploads/sites/54/2017/10/circulation_policy.pdf https://lvccld.org/faq/library-card/#fines-and-fees,NV,NA,NA,NA,NA,NA,5/22/19 22:58,https://lvccld.org/
Leverett Library,No Fines,,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,1/27/19 22:50,leverettlibrary.org
Lewis & Clark Library,No Fines,,NA,NA,NA,NA,NA,https://www.lclibrary.org/DocumentCenter/View/2196/Fine-Free-Policy,MT,NA,NA,NA,NA,NA,5/22/19 16:56,www.lclibrary.org
Lewis Cooper Jr. Memorial Library,No Fines,https://www.wltz.com/2017/09/07/lewis-cooper-library-will-discontinue-late-fees-effective-october-1/,NA,NA,NA,NA,NA,NA,AL,2017-10-01,NA,NA,NA,NA,7/25/19 12:37,www.cooperlibrary.com
Licking County Library,No Fines,https://www.newarkadvocate.com/story/news/local/2017/04/14/licking-county-library-removes-fines-overdue-items/100382992/,NA,NA,NA,NA,NA,NA,OH,2017-03-16,NA,NA,NA,NA,1/25/19 17:21,https://www.lickingcountylibrary.org/
Lincoln City Libraries,Children Only,https://www.klkntv.com/story/39882169/lincoln-city-libraries-to-lift-late-fee-on-youth-materials,TRUE,"Library Director Pat Leach said that LCL research determined overdue fines have become an ineffective motivator to return books promptly.  She said fines are an unnecessary barrier for children who often lack the autonomy or ability to return library materials on time, and for families who cannot afford to pay them.",40.81292,-96.700716,NA,https://lincolnlibraries.org/wp-content/uploads/2019/07/Fees.pdf,NE,2019-01-30,NA,NA,NA,NA,NA,https://lincolnlibraries.org/
Littleton Public Libary,No Fines,https://www.caledonianrecord.com/news/local/littleton-library-eliminates-overdue-fines/article_68241829-57a0-5a6e-a1e0-effd3dbd1317.html,NA,NA,NA,NA,NA,http://littletonpubliclibrary.org/site/wp-content/uploads/2014/05/LPL-General-Policies-and-Procedures-072817.pdf,NH,2018-12-05,guess based on date of article in source field,NA,NA,NA,7/23/19 11:53,littletonpubliclibrary.org
Lora Robins Library at Lewis Ginter Botanical Garden,No Fines,,NA,NA,NA,NA,NA,NA,VA,NA,NA,NA,NA,NA,5/23/19 8:55,https://www.lewisginter.org/learn/library/
Los Alamos County Library System,No Fines,,NA,NA,NA,NA,The library does not have fines for overdue materials.,https://losalamos.ent.sirsi.net/client/en_US/default/?rm=BORROWING+MATE0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue&dt=list,NM,NA,NA,NA,NA,NA,8/15/19 17:15,https://losalamos.ent.sirsi.net
Los Gatos Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.losgatosca.gov/faq.aspx?TID=42,CA,NA,NA,NA,NA,NA,7/14/19 21:37,https://www.losgatosca.gov/42/Los-Gatos-Library
Loudoun County Public Library,Everyone,library.loudoun.gov/NoMoreFines https://patch.com/virginia/leesburg/overdue-fines-eliminated-loudoun-county-libraries https://www.loudountimes.com/news/loudoun-county-public-library-implements-new-policy-waiving-overdue-fines/article_ebe99090-ccba-11e9-a233-0f57cbea2843.html,TRUE,"The library’s resources have the power to change lives, and we want them to be available to everyone all the time.",NA,NA,"Overdue fines are gone. If you had fines on your card, they’ve been waived. The trustees did this to ensure all customers have continuous access to library services as long as the materials they borrow are returned. Previously, library cards were blocked once a customer accumulated $10 or more in overdue fines.",https://library.loudoun.gov/Portals/0/Loudoun%20County%20Public%20Library%20Policies%2008-28-19.pdf,VA,2019-08-30,guess based on date of article in source field,NA,NA,NA,NA,https://library.loudoun.gov/
Loutit District Library,In the Process of Removing Fines,http://loutitlibrary.org/say-goodbye-to-late-fees,NA,NA,NA,NA,NA,http://loutitlibrary.org/using-the-library/overdue-material,MI,2019-09-01,NA,NA,NA,NA,7/24/19 0:38,loutitlibrary.org
Loveland Public Library,No Fines,,NA,NA,NA,NA,NA,https://lovelandpubliclibrary.org/about/policies/,CO,NA,NA,NA,NA,NA,1/25/19 18:02,lovelandpubliclibrary.org
Lucius Beebe Memorial Library ,No Fines,,NA,NA,NA,NA,Beebe Library does not charge fines for overdue materials. Patrons are invited to make donations to the Friends of the Library.,https://www.wakefieldlibrary.org/policies/#Borrowers-Rules--amp--Regulations,MA,NA,NA,NA,NA,NA,1/25/19 20:06,www.wakefieldlibrary.org
Lynchburg Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.newsadvance.com/news/local/lynchburg-public-library-eliminates-fines-for-youth-materials/article_843ca3c9-7fa4-5f4b-ad11-eff9a527b8c4.html,NA,NA,NA,NA,NA,https://lynchburgpubliclibrary.org/faq/,VA,2019-07-01,NA,NA,NA,NA,7/19/19 14:12,lynchburgpubliclibrary.org
Lynnfield Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.lynnfieldlibrary.org/usingthelibrary/,MA,NA,NA,NA,NA,NA,1/30/19 13:09,https://www.lynnfieldlibrary.org/
Lyon Township Public Library,Everyone,https://www.lyon.lib.mi.us/wp-content/uploads/2019/05/Fine-Free-WEBSITE-2019-1-1.pdf,FALSE,"""... when we took a really hard look at the impact of overdue fees, we found that they presented a serious barrier to library use. """,NA,NA,Items that are more than 21 days past due will be considered lost and charged to the patron.,https://www.lyon.lib.mi.us/wp-content/uploads/2019/09/Circulation-policyMay2019update.pdf,MI,2019-06-01,NA,NA,NA,NA,NA,https://www.lyon.lib.mi.us/
M.N. Spear Memorial Library,No Fines,,NA,NA,NA,NA,"Late fees are not charged for overdue books, audiobooks, magazines and music CDs",https://shutesbury.org/sites/default/files/offices_committees/library/trustees/bylaws_and_policies/Library%20Policy%20on%20Loan%20and%20Late%20Fees.pdf,MA,NA,NA,NA,NA,NA,2/4/19 15:53,https://sites.google.com/site/mnspearmemoriallibrary/
Mabel D. Blodgett Memorial Reading Center,No Fines,no,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,2/1/19 16:05,https://www.villageofrushville.org/reading_center.php
Macedon Public Library,Everyone,https://macedonpubliclibrary.org/2015/07/28/thank-you/,FALSE,"The  decision to go fine-free was made as a result of our mission statement.  Our mission is to connect people and ideas with outstanding customer service and access to diverse materials. Charging fines for overdue materials creates an unnecessary obstacle to the  access of information.  Also, charging fines to patrons impedes the First Amendment because it places a barrier to the flow of information created by the freedom of the press. It creates a situation whereby those with means can afford to have continued access  to ideas in print, but those without the means to afford fines and penalties become restricted.  In a democracy, the free flow of information and ideas in print for all members of the community is paramount. Giving patrons the chance to return items in a timely  manner is far friendlier to both our democratic ideals and patrons.",43.067188,-77.307353,NA,NA,NY,2015-01-01,guess based on date of article in source field,NA,NA,NA,NA,https://macedonpubliclibrary.org
Madison Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.madisonpubliclibrary.org/policies/check-out-policies,NA,NA,NA,NA,NA,https://www.madisonpubliclibrary.org/policies/check-out-policies#fines,WI,NA,NA,NA,NA,NA,1/26/19 17:06,https://www.madisonpubliclibrary.org/
Manchester City Library,Children and Teens Only,https://web.archive.org/web/20181005151130/https://www.unionleader.com/education/manchester-libraries-eliminate-overdue-fines-for-children-teen-books-20181002/ http://www.unionleader.com/education/manchester-libraries-eliminate-overdue-fines-for-children-teen-books-20181002,FALSE,City library officials said they made the change after speaking to parents who said they weren’t library users because they were unable to pay fines. City leaders also said the elimination of the 25-cents-a-day fine should help encourage literacy and learning.,42.992283,-71.458824,NA,https://www.manchester.lib.nh.us/Policies/Circulation-Policies,NH,2018-10-01,NA,NA,NA,NA,NA,https://www.manchester.lib.nh.us/
Manlius Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.eaglenewsonline.com/news/publications/eagle-bulletin/2018/12/28/manlius-library-drops-daily-late-fines-for-kids-teens/ http://manliuslibrary.org/wp-content/uploads/2019/06/newsletter-2019-06.pdf,NA,NA,NA,NA,NA,http://manliuslibrary.org/about/#policies,NY,2019-01-01,NA,NA,NA,NA,5/23/19 1:17,http://manliuslibrary.org/
Mansfield Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://thechronicle.com/stories/20190105LIBRARY.php,NA,NA,NA,NA,NA,http://mansfieldpubliclibraryct.org/wp-content/uploads/2018/12/Circulation-Policy-2018.pdf,CT,2018-12-03,NA,NA,NA,NA,1/25/19 13:38,mansfieldpubliclibraryct.org
Maricopa County Library District,Everyone,https://www.fhtimes.com/news/local_news/county-eliminates-overdue-library-fines/article_f53d3b66-818c-11e9-a200-0feba331bc87.html mcldaz.org/nofines,FALSE,"“Libraries are an important resource for children and adults to learn about and connect with their community and world,” said Bill Gates, Chairman of the Maricopa County Board of Supervisors, District 3. “This is why we have decided to discontinue collecting daily overdue fines and to waive any existing fines that can build up and lead to blocked accounts for people who can least afford them, giving everyone a fresh start.""",NA,NA,NA,https://mcldaz.org/custom/help/#moneyquestions,AZ,2019-05-25,guess based on date of article in source field,NA,NA,NA,NA,https://mcldaz.org/
Marin County Free Library,Everyone,https://marinlibrary.org/finefree/,TRUE,"""To make all our services more equitable and be as inclusive as possible.""",NA,NA,"""Items owned by other MARINet libraries such as San Rafael, Larkspur, San Anselmo, Sausalito, Belvedere-Tiburon, and Mill Valley, may still be subject to late fees.""",https://marinlibrary.org/faq/#faq-overdue-fees,CA,2019-07-01,NA,NA,NA,NA,NA,https://marinlibrary.org/
Marjorie Younce Snook Public Library,No Fines,"No, happened years ago",NA,NA,NA,NA,NA,NA,AL,NA,NA,NA,NA,NA,1/25/19 16:06,http://www.summerdalelibrary.com/
Marysville Public Library,No Fines,We have been fine-free (aside from damaged/lost items) for many years--I would say 15 at least.,NA,NA,NA,NA,NA,http://marysville.lib.nckls.org/library-services/new-users-click-here-first/,KS,NA,NA,NA,NA,NA,5/22/19 16:06,marysville.lib.nckls.org
Mason County District Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://mccschools.org/unbound/,NA,NA,NA,NA,NA,http://www.masoncounty.lib.mi.us/lending-policies/,MI,NA,NA,NA,NA,NA,6/14/19 17:09,http://www.masoncounty.lib.mi.us/
Matawan Aberdeen Public Libraries,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.matawanaberdeenlibrary.com/pages/policy.php,NJ,2019-02-01,NA,NA,NA,NA,2/1/19 9:37,www.matawanaberdeenlibrary.com
Matheson Memorial Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,1/25/19 23:17,www.elkhorn.lib.wi.us
Medicine Spring Library,No Fines,,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,NA,NA,5/22/19 16:58,www.bfcc.edu/medicine-spring-library
Meigs County District Public Library,No Fines,https://www.mydailysentinel.com/news/38264/library-goes-fine-free,NA,NA,NA,NA,NA,https://www.meigslibrary.org/content/services,OH,2019-04-07,guess based on date of article in source field,NA,NA,NA,5/7/19 16:38,https://www.meigslibrary.org/
Memorial Hall Library,No Fines,https://answers.mhl.org/Memorial_Hall_Library_-_Fines,NA,NA,NA,NA,NA,https://mhl.org/library-cards-and-borrowing-privileges,MA,1969-03-31,NA,NA,NA,NA,1/30/19 13:12,mhl.org
Meridian Library District,No Fines,https://www.mld.org/service-charges-fines,FALSE,NA,43.620083,-116.409105,Materials borrowed from Meridian Library District's collections are not subject to overdue fines.,https://www.mld.org/service-charges-fines,ID,NA,NA,NA,NA,NA,NA,https://www.mld.org/
Miami-Dade Public Library System,Everyone,https://www.mdpls.org/fines-fees/fines-fees.asp,TRUE,"Wanted to decrease negative customer interactions, increase access to the library, decrease administrative time spent collecting and reconciling small amounts of money, and providing a means for patrons to have a fresh start with the library.",25.774595,-80.196846,NA,https://www.mdpls.org/fines-fees/fines-fees.asp,FL,NA,NA,NA,NA,NA,NA,https://www.mdpls.org/
Middleton Public Library,No Fines,https://madison.com/wsj/news/local/govt-and-politics/madison-library-system-considers-end-to-overdue-fines/article_829da545-eb4b-5a2f-bb3d-629e129df656.html https://www.midlibrary.org/LibraryCards,NA,NA,NA,NA,NA,https://www.midlibrary.org/Portals/0/publicdocs/policies/Circulation%20Policy.pdf,WI,1999-10-01,guess based on date of article in source field,,NA,https://madison.legistar.com/View.ashx?M=F&ID=7788768&GUID=9E27BD30-D360-4DDF-887D-64B79D72B834,1/26/19 17:04,https://www.midlibrary.org/
Milford Public Library,Everyone,http://www.milfordlibrary.info/images/about/Newsletter/MilfordLibraryNewsletter_Nov18_ForWeb.pdf,FALSE,NA,NA,NA,One year trial period,https://www.milfordlibrary.info/about/library-policies?download=106:overdue-charges-and-notices&start=20,MI,2019-01-01,NA,NA,NA,NA,NA,https://www.milfordlibrary.info/
Mississippi Library Commission,No Fines,"No, we have been fine free since we opened to the public in 2007.",NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,NA,1/27/19 10:14,https://mlc.lib.ms.us
Mississippi Valley Library District,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.facebook.com/CollinsvilleMemorialLibraryCenter/photos/a.10150816493930640/10161831318275640/?type=3&theater,NA,NA,NA,NA,NA,https://mvld.org/pdf/2019/POLICY%20MANUAL%20February%202019.pdf,IL,2019-07-01,NA,NA,NA,NA,7/19/19 16:10,www.mvld.org
Modeste Bedient Memorial Libray,No Fines,"No, we have been fine free for more than 10 years https://www.nysenate.gov/legislation/resolutions/2013/k512",NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,1/28/19 8:57,branchportlibrary.org
Monona Public Library,No Fines,http://mymonona.com/608/Fine-Free,NA,NA,NA,NA,NA,http://mymonona.com/DocumentCenter/View/9023/Library-Card-Use-Policy,WI,2012-01-02,NA,NA,NA,NA,1/24/19 17:03,http://mymonona.com/131/Library
Monroe County Library System,No Fines,https://www.monroenews.com/news/20190109/monroe-county-library-system-eliminates-late-return-fines,NA,NA,NA,NA,NA,https://monroe.lib.mi.us/my-library/get-card/overdues,MI,2019-01-01,NA,NA,NA,NA,7/23/19 12:00,https://monroe.lib.mi.us/
Montclair Public Library,Everyone,https://www.montclairlocal.news/2019/05/29/montclair-public-library-overdue-nj/ http://www.montclairlibrary.org/wp-content/uploads/2019/05/Fine-Free-FAQ.pdf,FALSE,Fines disproportionately affect children and people who are disadvantaged socioeconomically.,NA,NA,NA,http://www.montclairlibrary.org/wp-content/uploads/2019/05/CIRC-4-Fines-and-Fees-Policy.pdf,NJ,2019-05-20,,NA,NA,NA,NA,http://www.montclairlibrary.org/
Montour Falls Memorial Library,No Fines,"http://montourfallslibrary.org/2018/01/18/february-programs-events-2/ No, links but it has been mentioned in our previous newsletters and on website in the past. ",NA,NA,NA,NA,NA,NA,NY,2018-02-01,guess based on date of article in source field,NA,NA,NA,1/25/19 12:18,montourfallslibrary.org
Morgan County Public Library,No Fines,https://martinsvillechamber.com/overdue-fines-eliminated-at-morgan-county-public-library/ https://morgancountylibrary.info/fine-free-frequently-asked-questions/,NA,NA,NA,NA,,https://morgancountylibrary.info/fine-free-frequently-asked-questions/,IN,2019-06-03,NA,NA,NA,NA,7/22/19 15:52,http://morgancountylibrary.info
Multnomah County Library,Children Only,https://multcolib.org/blog/20160607/opening-new-doors-library-no-more-youth-fines,TRUE,"For many, late fines are a real barrier that stops children and families from using and benefiting from the resources the public library offers. With the support of the Multnomah County Library District Board, our library is changing this practice.",45.520956,-122.619487,No late fines for youth of young adult materials,https://multcolib.org/manage-my-account/fines-and-charges,OR,2016-06-15,,NA,NA,NA,NA,https://multcolib.org/
Muskego Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.cityofmuskego.org/DocumentCenter/View/1236/Fines-and-Charges-policy?bidId=,WI,NA,NA,NA,NA,NA,2/13/19 15:39,https://www.cityofmuskego.org/166/Library
Nampa Public Library,No Fines,http://nampalibrary.org/finefree/,NA,NA,NA,NA,NA,NA,ID,2019-10-01,NA,NA,NA,NA,5/22/19 20:12,nampalibrary.org
