library_name,type_of_elimination,source,ulc_member,reason_for_stopping_fines,lat,long,policy_notes,official_policy_link,state,fine_free_date,fine_free_date_notes,amnesty,amnesty_notes,literature,ffl_timestamp,library_url
Santa Cruz Public ,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.santacruzpl.org/services/detail/24/,CA,NA,NA,NA,NA,NA,1/25/19 21:14,https://www.santacruzpl.org/
Santa Monica Public Library,Children and Teens Only,https://smpl.org/Fines_and_Fees.aspx,TRUE,1900 youth were unblocked and can now make stronger use of Santa Monica Public Library,34.018773,-118.49337,NA,https://smpl.org/Fines_and_Fees.aspx,CA,2018-07-02,NA,NA,NA,NA,NA,https://smpl.org/
Sauk City Public Library,No Fines,https://www.wiscnews.com/saukprairieeagle/news/local/sauk-prairie-area-libraries-end-overdue-fines/article_3137ac50-b98f-5881-af2c-62620bb14645.html,NA,NA,NA,NA,NA,https://saukcitylibrary.org/wp-content/uploads/2019/05/Overdue-and-Lost-Policy-Rev-4-19-1.pdf,WI,2019-03-01,NA,NA,NA,NA,2/28/19 17:46,saukcitylibrary.org
Sawyer Free Library,In the Process of Removing Fines,,NA,NA,NA,NA,can't verify fine free status,https://sawyerfreelibrary.org/discover/services-for-you/library-cards/getting-a-library-card/,MA,NA,NA,NA,NA,NA,1/25/19 11:12,Sawyerfreelibrary.org
Schuylerville Public Library ,No Fines,https://www.saratogian.com/news/schuylerville-library-eliminates-fines-for-overdue-books/article_82a83a6d-4efa-5820-94a2-57cf73c311b7.html,NA,NA,NA,NA,NA,https://schuylervillelibrary.sals.edu/index.php/rules/,NY,2018-01-01,NA,NA,NA,NA,5/22/19 20:10,https://schuylervillelibrary.sals.edu/
Selbyville Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.sussexcountian.com/news/20180821/selbyville-public-library-celebrates-national-library-card-sign-up-month,NA,NA,NA,NA,"special library card for children ages 5 years and younger, and it is a fine-free card.",NA,DE,2018-09-01,NA,NA,NA,NA,8/2/19 13:37,www.selbyvillelibrary.org
Sheboygan Falls Memorial Library,No Fines,,NA,NA,NA,NA,can't verify fine free status,NA,WI,NA,NA,NA,NA,NA,7/19/19 15:07,https://www.sheboyganfallslibrary.org/
Sheldon Public Library,Everyone,https://www.sheldon.lib.ia.us/images/programs/fine-free/view,FALSE,"""We're trying to provide free access,"" said Library Director Nicole Morgan",NA,NA,NA,https://www.sheldon.lib.ia.us/library-information/policies/2018-library-policies,IA,NA,NA,NA,NA,NA,NA,http://www.sheldon.lib.ia.us
Show Low Public Library,No Fines,https://www.wmicentral.com/community_beat/briefs/show-low-library-is-fine-free-beginning-dec/article_a5a62fa8-777d-5369-ba09-bbf7e0447ce4.html,NA,NA,NA,NA,NA,http://www.showlowaz.gov/DocumentCenter/View/1135/Library-Policies?bidId=,AZ,2018-12-07,NA,NA,NA,NA,7/19/19 14:26,https://www.showlowaz.gov/library
Siletz Public Library,No Fines,not that I have seen,NA,NA,NA,NA,NA,NA,OR,NA,NA,NA,NA,NA,3/7/19 0:31,www.chinooklibraries.org
Siouxland Libraries,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://siouxlandlib.org/cards-accounts,SD,NA,NA,NA,NA,NA,7/19/19 15:31,siouxlandlib.org
Skokie Public Library,Youth Materials,https://skokielibrary.info/blog/201/no-more-overdue-fines-on-youth-materials/,TRUE,Removing access barriers for young readers.,NA,NA,Patrons with materials that are more than three weeks overdue will have their card frozen and will be unable to check out additional materials until the overdue item(s) are returned or paid for (if the materials have been lost).,https://skokielibrary.info/about/borrowing-fees/,IL,2019-05-01,NA,NA,NA,NA,NA,https://skokielibrary.info/
Sno-Isle Libraries,Everyone,https://askus.sno-isle.org/faq/223843,TRUE,Periodic national research on library late fees and overdue issues continues to find that the costs of collecting these funds may exceed the benefits and the practice is often ineffective in reducing or eliminating overdue behaviors. It has also been determined that late fees may disproportionately impact children as library customers.,48.063603,-122.18691,Sno-Isle Libraries has not charged late fees for over 35 years.,NA,WA,NA,NA,NA,NA,NA,NA,https://www.sno-isle.org/
Sonoma County Library,Everyone,https://sonomalibrary.org/blogs/news/library-to-eliminate-fines-for-80000-patrons,TRUE,"“Research shows that charging fines doesn’t make a difference in whether people bring back books on time,” said Sarah Vantrease, Public Services Division Manager for the library. “Instead, we see that fines drive people away.”",NA,NA,NA,https://sonomalibrary.org/sites/default/files/attachments/Policies_and_Procedures/2019_07_01_Resolution_to_Forgive_Overdue_Fines.pdf,CA,2019-07-01,NA,NA,NA,NA,NA,https://sonomalibrary.org/
Southgate Veterans Memorial Library,No Fines,https://www.southgate.lib.mi.us/Overdue.html,NA,NA,NA,NA,NA,https://www.southgate.lib.mi.us/Policies.html,MI,NA,NA,NA,NA,NA,7/24/19 18:34,southgate.lib.mi.us
Southworth Library Association,Everyone,https://southworthlibrary.org/southworth-is-now-fine-free/,FALSE,"""Our Library Director  says, 'We believe that getting rid of late fees helps to create an environment of positive interaction and universal use.'""",NA,NA,NA,https://southworthlibrary.org/faqs/,NY,2019-03-01,NA,NA,NA,NA,NA,https://southworthlibrary.org/
Spanish Fork Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.facebook.com/spanishforklibrary/photos/a.1565847283688752/2313308218942651/ https://www.spanishfork.org/departments/library/children_s_library.php,NA,NA,NA,NA,NA,https://www.spanishfork.org/departments/library/policies.php,UT,2019-02-19,guess based on date of article in source field,NA,NA,NA,7/25/19 16:00,https://www.spanishfork.org/departments/library
Spokane Public Library,Everyone,https://www.spokanelibrary.org/no-more-late-fines/,TRUE,"Eliminating fines ensures all people have access to Library books and materials. Fines prevent some people from using the library. While many library users accrue late fines, the ability to pay them depends greatly on income. Those who are able to pay keep using the Library, whereas those who are unable to pay cannot. Eliminating fines will encourage prior users to come back to the library and attract new users to experience library services.",NA,NA,NA,https://www.spokanelibrary.org/policies/,WA,2019-08-01,NA,NA,NA,NA,NA,https://www.spokanelibrary.org/
Spooner Memorial Library,No Fines,http://www.spoonerlibrary.org/uploads/1/1/2/1/112182223/newsletter_9.pdf https://drydenwire.com/news/watch-dianes-kitchen-s1-e6-angie-bodzislaw/,NA,NA,NA,NA,"All Spooner Memorial Library children�s and young adult materials are fine free effective June 1, 2018",http://www.spoonerlibrary.org/uploads/1/1/2/1/112182223/library_policies_updated_2018.doc,WI,2019-06-01,NA,NA,NA,NA,6/1/19 9:49,spoonerlibrary.org
Spring Lake District Library,In the Process of Removing Fines,,NA,NA,NA,NA,can't verify fine free status,http://sllib.org/borrow/your-library-card/,MI,NA,NA,NA,NA,NA,7/23/19 9:49,sllib.org
St. Joseph Public Library,No Fines,No. We've been fine free for years!  ,NA,NA,NA,NA,NA,https://sjpl.lib.mo.us/library-matters-newsletter/library-card-policy/,MO,NA,NA,NA,NA,NA,1/25/19 13:23,Sjpl.lib.mo.us
St. Mary's County Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.stmalib.org/library-services/using-your-library-card/,NA,NA,NA,NA,NA,https://www.stmalib.org/library-services/using-your-library-card/,MD,2018-06-01,guess based on date of article in source field,NA,NA,NA,7/25/19 15:04,www.stmalib.org
Stanley Community Library,Everyone,http://stanley.lili.org/about-us/,FALSE,NA,44.215837,-114.938986,The Stanley Community Library has never had fines,http://stanley.lili.org/policies/,ID,NA,NA,NA,NA,NA,NA,http://stanley.lili.org
Stark County District Library,Everyone,http://www.cantonrep.com/article/20140724/NEWS/140729559,TRUE,"The no-fine policy is one piece of the district library’s effort to reposition itself so it can remain sustainable in the face of competition from the Internet, Amazon, Kindle and Netflix. Director Tena Wilson said convenience is a determining factor when people decide where to go for information, and for many patrons, fines are an inconvenience. For some patrons, fines have become a barrier, she said.“The old way of thinking was, ‘This is our stuff and we have to protect it.’ The new way of thinking is that, ‘This is your stuff and how can we help you (access it),’ ” said Wilson, noting that the district relies on a property tax levy for funding. They discovered that it cost more money in staff time for the tracking, collecting and accounting of the overdue fines than the $188,000 the district collects in penalties each year. She said they also found that the fines tend to penalize the library’s loyal customers the most. She said figures show that more than 90 percent of the district’s 102,700 active cardholders owe less than $25 in fines.",40.805544,-81.373369,"Under the new no-fine policy, borrowers still will receive reminders when their library materials are due and when they have become overdue.
After the materials have been overdue for more than 28 days, the library will assume the items are lost and will send the borrower a bill for the material’s replacement cost.",https://starklibrary.org/home/about/policies-and-procedures/borrowing-privileges-policy/,OH,2014-09-02,NA,NA,NA,NA,NA,https://starklibrary.org/
Stevens Memorial Library,No Fines,,NA,NA,NA,NA,NA,https://www.stevensmemlib.org/circulation-department/loan-periods-and-reserves/,MA,NA,NA,NA,NA,NA,1/25/19 11:37,www.stevensmemlib.org
Suffolk Public Library,No Fines,https://www.suffolkpubliclibrary.com/DocumentCenter/View/36/Circulation-Policy-PDF,NA,NA,NA,NA,NA,https://www.suffolkpubliclibrary.com/DocumentCenter/View/36/Circulation-Policy-PDF,VA,NA,NA,NA,NA,NA,5/23/19 6:46,www.SuffolkPublicLibrary.com
Sullivan Free Library,No Fines,https://www.sullivanfreelibrary.org/sullivan-free-library/your-library-is-now-fine-free/,NA,NA,NA,NA,NA,https://www.sullivanfreelibrary.org/services/,NY,2017-05-26,NA,NA,NA,NA,1/26/19 15:17,www.sullivanfreelibrary.org
Summit County Library,Everyone,https://www.parkrecord.com/news/summit-county/summit-county-library-follows-trend-of-waiving-fines-for-overdue-items/ https://www.kpcw.org/post/park-city-and-summit-county-librarians-report-fine-free-system-popular-move#stream/0,FALSE,"Fines are one of the number one negative customer experiences in the library Summit County Library Director Compton explained. We also don't want to create barriers for people, especially children, to come to the library if they do have late fees.”",40.645088,-111.280341,NA,https://www.thesummitcountylibrary.org/sites/default/files/PDFs%20-%20policies%2C%20applications%2C%20plans/01borrowingpolicy1-10-19combined.pdf,UT,2019-01-01,guess based on date of article in source field,NA,NA,NA,NA,https://www.thesummitcountylibrary.org/
Sussex County Library System,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://sussexcountylibrary.org/policies/,NA,NA,NA,NA,Children/teen items-no fine,https://sussexcountylibrary.org/policies/,NJ,NA,NA,NA,NA,NA,1/26/19 12:57,https://sussexcountylibrary.org/
Sutton Free Library,No Fines,"Nope, we've always been fine free",NA,NA,NA,NA,NA,NA,NH,NA,NA,NA,NA,NA,7/22/19 12:30,http://suttonfreelibrary.org/
Swansea Free Public Library,No Fines,https://swansealibrary.org/we-are-fine-free,NA,NA,NA,NA,NA,NA,MA,2019-05-01,NA,NA,NA,NA,7/19/19 14:11,https://www.swansealibrary.org/
Sweetwater County Library,No Fines,No ,NA,NA,NA,NA,NA,NA,WY,NA,NA,NA,NA,NA,2/23/19 2:22,https://www.sweetwaterlibraries.com/
Tamarack District Library,In the Process of Removing Fines,Not yet,NA,NA,NA,NA,can't verify fine free status,NA,MI,NA,NA,NA,NA,NA,7/23/19 0:00,http://tamaracklibrary.org/
Taylor Memorial Library ,No Fines,No - have been fine fee since we opened,NA,NA,NA,NA,NA,http://www.wrlsweb.org/taylor/wp-content/uploads/2017/12/Circulation.pdf,WI,NA,NA,NA,NA,NA,5/23/19 9:58,http://www.wrlsweb.org/taylor/
The Community Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://communitylibrary.mvls.info/fine-free-childrens-collection/,NA,NA,NA,NA,NA,https://communitylibrary.mvls.info/registration-2/,NY,2019-08-20,NA,NA,NA,NA,8/9/19 9:38,https://communitylibrary.mvls.info/
The Findlay-Hancock County Public Library,Everyone,https://www.findlaylibrary.org/brrwpol,FALSE,NA,41.040059,-83.651641,NA,https://www.findlaylibrary.org/brrwpol,OH,2019-03-01,NA,NA,NA,NA,NA,https://findlaylibrary.org/
The McComb Public Library,Everyone,https://thecourier.com/life/life-news/2019/03/04/library-directors-fine-free-move-long-overdue/,FALSE,"Jane Schaffner, director of the McComb library, said the idea behind the change is to make sure books get into the hands of the public.",41.106832,-83.791312,NA,https://mccombpl.org/library-services/general-services,OH,2018-05-01,guess based on date of article in source field,NA,NA,NA,NA,https://mccombpl.org/
Thomas Crane Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.patriotledger.com/news/20180905/marshfield-quincy-libraries-close-books-on-some-late-fees?template=ampart,NA,NA,NA,NA,NA,http://thomascranelibrary.org/sites/default/files/TCPL%20Circulation%20Policy%202019.pdf,MA,2018-09-01,NA,NA,NA,NA,1/26/19 14:26,http://thomascranelibrary.org
Thorntown Public Library,No Fines,http://www.thorntownpl.org/wp-content/uploads/2019/01/fol2019jan.pdf,NA,NA,NA,NA,NA,https://blog.evergreen.lib.in.us/wp-content/uploads/2015/05/Evergreen-Indiana-Circulation-Policy.pdf,IN,2019-01-02,NA,NA,NA,NA,1/28/19 8:15,http://www.thorntownpl.org/
Three Rivers Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",http://3riverslibrary.com/docs/circ-and-fee-policy.html,NA,NA,NA,NA,NA,http://3riverslibrary.com/docs/circ-and-fee-policy.html,FL,NA,NA,NA,NA,NA,2/13/19 12:13,3riverslibrary.com
Tiffin-Seneca Public Library,In the Process of Removing Fines,,NA,NA,NA,NA,NA,http://www.tiffinsenecalibrary.org/services,OH,NA,NA,NA,NA,NA,6/21/19 14:53,www.tiffinsenecalibrary.org
Tipp City Public Library,No Fines,https://myemail.constantcontact.com/Director-Announces-New-Overdue---Renewal-Policies.html?soid=1110562080952&aid=hGEpLEk4atc,NA,NA,NA,NA,NA,https://tippcitylibrary.org/wp-content/uploads/2018/08/3Fines-and-Charges.pdf,OH,2019-01-01,NA,NA,NA,NA,7/22/19 14:09,https://tippcitylibrary.org/
Tippecanoe County Public Library,No Fines,We have not had overdue fines since 1989! https://tcpl.lib.in.us/frequently-asked-questions/,NA,NA,NA,NA,NA,https://tcpl.lib.in.us/frequently-asked-questions/,IN,NA,NA,NA,NA,NA,1/25/19 13:03,www.tcpl.lib.in.us
Toledo Lucas County Public Library,Everyone,https://www.toledolibrary.org/policies/nofines,TRUE,"For those who can afford the fines, paying a small late fee is no problem, so the overdue fines are not a particularly strong incentive. For those who can’t afford the overdue fines, they have a disproportionately negative impact. ",41.654578,-83.540117,NA,https://www.toledolibrary.org/policies/nofines,OH,2019-01-01,NA,NA,NA,NA,NA,https://www.toledolibrary.org/
Toledo Public Library,No Fines,,NA,NA,NA,NA,can't verify fine free status,NA,OR,NA,NA,NA,NA,NA,1/25/19 13:27,cityoftoledo.org/library/
Tomkins Cove Public Library,Everyone,https://www.tomkinscovelibrary.org/single-post/2018/03/02/Exciting-News-for-Tomkins-Cove,FALSE,NA,NA,NA,NA,https://www.tomkinscovelibrary.org/how-to-use-the-library,NY,2018-03-02,NA,NA,NA,NA,NA,https://www.tomkinscovelibrary.org/
Tompkins County Public Library,Everyone,https://cornellsun.com/2019/02/05/tompkins-county-public-library-eliminates-late-fines/,FALSE,NA,NA,NA,NA,https://www.tcpl.org/using-library/using-library/fine-free-faq,NY,2019-01-14,NA,NA,NA,NA,NA,https://www.tcpl.org/
Toole City Library,Everyone,https://web.archive.org/web/20180720045722/http://tooeleonline.com/tooele-city-library-drops-overdue-fines/,FALSE,NA,40.531019,-112.3022,"The item cost is billed to the library card once an item is overdue 15 days. (This disrupts circulation until the item is returned). If the item is not returned at 30 days overdue, the account proceeds to the City attorney for legal collection.",NA,UT,2017-12-06,NA,NA,NA,NA,NA,https://tooelecity.org/city-departments/library/
Trails Regional Library,No Fines,"No articles, but our fine free policy was adopted in 2008. ",NA,NA,NA,NA,NA,http://www.trailslibrary.org/using-the-library/ https://drive.google.com/drive/folders/1FKdFqv3--JeJXnlE5zgBM_9IwB4TyH_C,MO,NA,NA,NA,NA,NA,1/25/19 18:17,trailslibrary.org
Tulare County Library,No Fines,https://www.visaliatimesdelta.com/story/news/local/visalia/2019/06/24/tulare-county-library-says-goodbye-late-fees/1515568001/ http://www.thesungazette.com/article/news/2019/05/08/county-library-closes-the-book-on-late-fees/,NA,NA,NA,NA,NA,https://www.tularecountylibrary.org/library-policies,CA,2019-07-01,NA,NA,NA,NA,4/11/19 14:10,www.tularecountylibrary.org
Tulsa City County Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",,NA,NA,NA,NA,NA,https://www.tulsalibrary.org/using-the-library/managing-your-account,OK,NA,NA,NA,NA,NA,5/22/19 20:12,https://www.tulsalibrary.org/
Ulysses Philomathic Library,Everyone,https://www.ithaca.com/ulysses-philomathic-library-goes-fine-free/article_3ec7b1fa-7d1e-11e7-8139-d7a09f7cb101.html,FALSE,"""We’re a library, we have to make sure we have equal services for everyone,” library director Annette Birdsall said.",NA,NA,NA,https://trumansburglibrary.org/UPL/wp-content/uploads/2018/04/circulation-policy-amended-04.17.18.pdf,NY,2017-09-01,NA,NA,NA,NA,NA,https://trumansburglibrary.org/UPL/
Upton Town Library,No Fines,No,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,1/25/19 21:59,http://www.uptonlibrary.org
Utica public library ,No Fines,https://www.uticapubliclibrary.org/using-the-library/loans-and-late-fees/,NA,NA,NA,NA,NA,https://www.uticapubliclibrary.org/using-the-library/loans-and-late-fees/,NY,NA,NA,NA,NA,NA,5/23/19 9:01,https://www.uticapubliclibrary.org/
Van Meter Public Library,No Fines,No,NA,NA,NA,NA,NA,NA,IA,NA,NA,NA,NA,NA,1/25/19 12:51,https://vanmeteria.gov/LibraryServices.aspx
Vernon Area Public Library,Everyone,https://chicago.cbslocal.com/2015/08/12/vernon-area-public-library-no-longer-collecting-overdue-fines/,FALSE,"The Vernon Area Public Library said overdue fines added up to only about half a percent of their annual budget, and eliminating the fines allows them to save money on the staff time and service costs needed to collect them. “Certainly a chunk of the revenue that we took in from fines was offset by the time we spent collecting that revenue, so if you owe us a dime, it’s going to take us more than a dime’s worth of effort to get that back from you,” spokeswoman Catherine Savage said.",42.198981,-87.93686,"Send reminders and notices and expect things back in a timely manner. At 14 days after the due date, materials not returned or renewed are assumed lost and the borrower is billed for their replacement. Until those materials are paid for or returned, that person will be unable to check out anything else. ",https://www.vapld.info/loan-rules.html,IL,2015-08-12,guess based on date of article in source field,NA,NA,NA,NA,https://www.vapld.info/
Verona Public Library ,No Fines,https://www.veronapubliclibrary.org/about/fine-free,NA,NA,NA,NA,NA,https://www.veronapubliclibrary.org/about/fine-free,WI,2018-12-01,NA,NA,NA,NA,1/26/19 10:45,https://www.veronapubliclibrary.org/
Vespasian Warner Public Library,Everyone,http://www.vwarner.org/,FALSE,"Fines were a very small part of the library’s budget. The library is located in a rural county, which makes it especially difficult for children to give books back on times. Fines are a barrier for those patrons who need it most. 
 
  ",40.154974,-88.961453,NA,https://www.vwarner.org/get-a-library-card,IL,NA,NA,NA,NA,NA,NA,http://www.vwarner.org/
Vigo County Public Library,No Fines,Fine free since 1959,NA,NA,NA,NA,NA,http://www.vigo.lib.in.us/about/policies/circ#addendum,IN,NA,NA,NA,NA,NA,5/23/19 21:09,www.vigo.lib.in.us
Waldport Public Library,No Fines,,NA,NA,NA,NA,A daily overdue fine is not charged for materials,https://www.waldportlibrary.org/about-us/library-policies/2018-wpl-policies-for-website.pdf,OR,NA,NA,NA,NA,NA,1/25/19 17:42,waldportlibrary.org
Walker Memorial Library,No Fines,https://walkerlibrary.org/wp-content/uploads/2019/07/2019-05-min.pdf,NA,NA,NA,NA,NA,https://walkerlibrary.org/library-policies/library-loan-guidelines/,ME,2019-05-16,guess based on date of article in source field,NA,NA,NA,6/24/19 20:56,http://walkerlibrary.org
Wallkill Public Library,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",No,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,7/29/19 11:02,http://www.wallkillpubliclibrary.org/
Warwick Public Library,all children's and teen materials,"http://warwickonline.com/stories/library-to-eliminate-childrens-fines-hopes-to-bring-in-more-patrons,135245?",FALSE,NA,NA,NA,NA,https://warwicklibrary.org/policies,RI,2018-06-27,NA,NA,NA,NA,NA,https://warwicklibrary.org/
Washington County Cooperative Library Services,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://www.wccls.org/overdue-fine-rate-changes-faq,NA,NA,NA,NA,NA,https://www.wccls.org/borrowing-policies,OR,2017-06-01,NA,NA,NA,NA,1/25/19 16:36,https://www.wccls.org/
Washington County Library,No Fines,https://www.twincities.com/2018/09/09/letter-st-paul-and-all-metro-public-libraries-should-eliminate-overdue-fines/,NA,NA,NA,NA,NA,https://www.washcolib.org/330/Borrowing-and-Fees,MN,NA,NA,NA,NA,NA,1/26/19 10:09,https://www.washcolib.org/
Waterford Public Library,No Fines,https://www.waterford.lib.wi.us/2019-is-fine-free/,NA,NA,NA,NA,NA,https://www.waterford.lib.wi.us/overdue-materials-and-fines/,WI,2019-01-01,one year trial,NA,NA,NA,1/24/19 10:27,https://www.waterford.lib.wi.us/
Wellington Public Library,No Fines,We have been fine free for over 8 yrs now.,NA,NA,NA,NA,NA,https://wellington.scklslibrary.info/about/policies/,KS,NA,NA,NA,NA,NA,5/22/19 17:05,https://wellington.scklslibrary.info/
West Liberty Public Library,No Fines,No,NA,NA,NA,NA,NA,https://www.wlpl.org/policies,IA,NA,NA,NA,NA,NA,5/22/19 17:16,Www.wlpl.org
Westborough Public Library,No Fines,This is new for us. We are in the process of updating out loaning policy.,NA,NA,NA,NA,can't verify fine free status,https://www.town.westborough.ma.us/public-library/about-wpl/pages/circulation-policy,MA,NA,NA,NA,NA,NA,1/29/19 7:57,https://www.town.westborough.ma.us/public-library
Westerville Public Library,No Fines,http://www.westervillelibrary.org/fines,NA,NA,NA,NA,NA,http://www.westervillelibrary.org/fines,OH,2017-08-17,NA,NA,NA,NA,1/25/19 14:04,http://www.westervillelibrary.org/
Weymouth Public LIbraries,No Fines,https://www.patriotledger.com/news/20180924/weymouth-public-libraries-to-eliminate-late-fees,NA,NA,NA,NA,NA,NA,MA,2018-09-24,NA,NA,NA,NA,5/22/19 15:17,https://www.weymouth.ma.us/weymouth-public-libraries
Whatcom County Library System,Children and Teens Only,https://www.seattletimes.com/seattle-news/no-more-overdue-library-fines-for-kids-in-whatcom/ https://www.wcls.org/,FALSE,NA,48.830422,-122.539526,NA,https://www.wcls.org/wp-content/uploads/2019/02/4.01-Borrowers-Policy-Attachment-A-Fines-08-15-17.pdf,WA,2013-01-01,NA,NA,NA,NA,NA,https://www.wcls.org/
Whitesville Public LIbrary,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",Our policies are on our website.  ,NA,NA,NA,NA,NA,http://whitesvillelibrary.org/wp-content/uploads/2018/04/POLCIES-04102018113400.pdf,NY,NA,NA,NA,NA,NA,1/25/19 13:14,www.whitesvillelibrary.org
Whiting Public Library,No Fines,https://whiting.lib.in.us/fines-fees/,NA,NA,NA,NA,NA,https://whiting.lib.in.us/fines-fees/,IN,2019-06-13,NA,NA,NA,NA,7/19/19 22:08,www.whiting.lib.in.us
Wide Awake Club Library,No Fines,no,NA,NA,NA,NA,NA,NA,NY,NA,NA,NA,NA,NA,2/1/19 16:45,www.fillmorelibrary.com
Willimantic Public Library ,No Fines,,NA,NA,NA,NA,"We charge no fines for overdue items. When an item is three weeks overdue, we send a bill for the replacement cost of the item. If you return the item at that point, you owe nothing.",https://www.willimanticlibrary.org/use-library/loan-periods.shtml,CT,NA,NA,NA,NA,NA,5/22/19 18:27,www.willimanticlibrary.org
Willoughby-Eastlake Public LIbrary,"Partial Fines (no juvenile or young adult fines, select overdue media, etc.)",https://we247.org/fine-free-coming-soon/,NA,NA,NA,NA,NA,https://we247.org/loan-periods-and-policies/#loanperiods,OH,2019-02-14,NA,NA,NA,NA,2/14/19 14:55,https://we247.org/
Wood County District Public Library,Everyone,https://www.sent-trib.com/news/wood-county-library-joins-growing-movement-by-going-fine-free/article_e717562a-b299-11e7-abc0-47f8f9643388.html,FALSE,"Director Michael Penrod cited several reasons for doing away with fines. He said they are keeping poor patrons away from the library and that many libraries have started doing away with them. ""Fines serve more as a barrier to service,"" he said. ""The person that pays the fines is a loyal patron who comes in and checks out books every month.""",41.376438,-83.651058,NA,https://www.wcdpl.org/libcrds,OH,2017-10-16,NA,NA,NA,NA,NA,https://www.wcdpl.org/
Woods Memorial Library,No Fines,,NA,NA,NA,NA,NA,https://ed2937f8-903a-44bf-b8f6-6e2bff1c829d.filesusr.com/ugd/08258c_bc54d4499baa4ba59065fd0cad08235c.pdf,MA,NA,NA,NA,NA,NA,2/10/19 20:07,www.barrelibrary.org
Worthington Libraries,Everyone,http://www.dispatch.com/content/stories/local/2016/09/27/Worthington-Libraries-no-fines.html,FALSE,"Fines make up less than 1 percent of the library’s annual revenue, and eliminating them won’t “significantly” affect the library’s budget, said library director Chuck Gibson. “But it will lessen the financial burden on library patrons, especially those who need our services the most. That is why the library board unanimously voted to make this change,”",40.090825,-83.01649,"fees for lost or damaged items will still be levied. For items that exceed 35 days past due, patrons will be billed for the item and their account turned over to a collection agency.",https://www.worthingtonlibraries.org/borrow/guide,OH,2016-10-01,NA,NA,NA,NA,NA,https://www.worthingtonlibraries.org/
Yankton Community Library,Everyone,https://www.yankton.net/community/article_752b2b9e-dfbd-11e7-9538-efc61db2d8e4.html,FALSE,"""The research has shown that fines don’t actually encourage people to bring books back any sooner,"" said Library Director Tonya Olson Ferrell. ""They kind of just bring them back when they’re gonna bring them back.""According to her, libraries around the country began to realize that not only do fines not generate that much money, they actually prevent kids and lower-income individuals from using the libraries.""We really wanted to get away from the punitive side of things,"" she said. ""Ten cents a day might not seem like a big thing to you or me, but for somebody, that might be a real barrier to using the library."" Initially, the thought was to stop fining kids for late books, because they have so little control over when they can actually make it to the library. But kids aren’t the only ones who have to worry about unreliable transportation. The conversation evolved from there.",42.873513,-97.394243,NA,http://www.cityofyankton.org/home/showdocument?id=4725,SD,2017-12-12,guess based on date of article in source field,NA,NA,NA,NA,http://www.cityofyankton.org/departments-services/library
York Public Library,No Fines,,NA,NA,NA,NA,NA,https://www.york.lib.me.us/services/,ME,NA,NA,NA,NA,NA,7/24/19 14:16,www.york.lib.me.us
